variant,date,setup,side,micro_mode,micro_confirmed,micro_reason,micro_confidence,micro_bars_waited,micro_refined_r,entry_px,stop,tp1,tp2,sl_dist,pm_final,regime,exit_px,exit_reason,pnl_r,pnl_dollars,mfe_r,mae_r
v3_baseline_pm30,2021-11-15,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,16105.00,16256.81,16199.69,16184.99,151.81,32.9,RISK-ON,16105.00,tp1_then_be,0.500,151.81,0.06,-0.12
v3_baseline_pm30,2021-11-19,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,16580.00,16513.43,16580.49,16597.96,66.57,39.5,RISK-ON,16580.00,tp1_then_be,0.500,66.57,0.12,-0.13
v3_baseline_pm30,2021-11-22,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,16579.75,16714.95,16618.33,16592.98,135.20,35.1,RISK-ON,16579.75,tp1_then_be,0.500,135.20,0.03,-0.15
v3_baseline_pm30,2021-11-23,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,16403.00,16278.78,16412.18,16447.38,124.22,31.7,NEUTRAL,16403.00,tp1_then_be,0.500,124.22,0.11,-0.05
v3_baseline_pm30,2021-11-24,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,16235.00,16108.16,16233.57,16266.09,126.84,30.3,RISK-ON,16266.09,tp2_partial,0.623,157.94,0.27,0.00
v3_baseline_pm30,2021-11-30,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,16389.50,16314.96,16387.76,16406.53,74.54,30.7,RISK-ON,16406.53,tp2_partial,0.614,91.56,0.38,0.00
v3_baseline_pm30,2021-12-01,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,16243.00,16358.72,16248.11,16219.30,115.72,41.2,RISK-ON,16219.30,tp2_partial,0.602,139.42,0.26,-0.36
v3_baseline_pm30,2021-12-02,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,15999.25,15780.63,16030.59,16096.85,218.62,34.8,RISK-ON,15780.63,stop,-1.000,-437.24,0.13,-1.04
v3_baseline_pm30,2021-12-09,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,16215.75,16416.91,16313.33,16286.08,201.16,42.2,NEUTRAL,16215.75,tp1_then_be,0.500,201.16,0.05,-0.05
v3_baseline_pm30,2021-12-15,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,15831.25,15932.81,15845.71,15823.39,101.56,35.7,RISK-ON,15831.25,tp1_then_be,0.500,101.56,0.04,-0.09
v3_baseline_pm30,2021-12-22,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,16021.50,15930.25,16033.60,16060.76,91.25,34.6,RISK-ON,16021.50,tp1_then_be,0.500,91.25,0.25,-0.27
v3_baseline_pm30,2021-12-28,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,16468.25,16600.72,16500.01,16473.63,132.47,44.7,RISK-ON,16468.25,tp1_then_be,0.500,132.47,0.00,-0.16
v3_baseline_pm30,2022-01-14,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,15539.00,15373.97,15570.87,15622.85,165.03,34.7,RISK-ON,15539.00,tp1_then_be,0.500,165.03,0.34,-0.01
v3_baseline_pm30,2022-01-21,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,14660.25,14824.21,14624.79,14572.37,163.96,34.5,RISK-ON,14660.25,tp1_then_be,0.500,163.96,0.34,-0.11
v3_baseline_pm30,2022-01-27,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,14367.25,14228.80,14384.46,14425.11,138.45,36.4,RISK-ON,14367.25,tp1_then_be,0.500,138.45,0.20,-0.16
v3_baseline_pm30,2022-01-28,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,14234.25,13884.87,14155.76,14226.69,349.38,34.3,RISK-ON,14234.25,tp1_then_be,0.500,349.38,0.00,-0.08
v3_baseline_pm30,2022-02-07,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,14804.00,14667.24,14809.38,14846.74,136.76,39.2,RISK-ON,14667.24,stop,-1.000,-273.51,0.02,-1.02
v3_baseline_pm30,2022-02-11,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,14623.50,14776.09,14625.31,14585.95,152.59,32.2,NEUTRAL,14623.50,tp1_then_be,0.500,152.59,0.20,-0.05
v3_baseline_pm30,2022-02-23,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,13844.75,14034.87,13923.99,13895.36,190.12,39.2,RISK-ON,13844.75,tp1_then_be,0.500,190.12,0.00,-0.17
v3_baseline_pm30,2022-02-28,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,14219.50,14022.84,14135.89,14164.70,196.66,38.0,RISK-ON,14164.70,tp2_partial,0.361,141.85,0.05,-0.05
v3_baseline_pm30,2022-03-01,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,14085.00,14259.65,14126.50,14092.16,174.65,45.2,RISK-ON,14085.00,tp1_then_be,0.500,174.65,0.10,-0.02
v3_baseline_pm30,2022-03-08,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,13535.50,13206.89,13413.14,13466.42,328.61,44.2,RISK-ON,13535.50,tp1_then_be,0.500,328.61,0.05,-0.14
v3_baseline_pm30,2022-03-11,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,13597.25,13735.51,13573.48,13530.83,138.26,34.2,RISK-ON,13597.25,tp1_then_be,0.500,138.26,0.18,0.00
v3_baseline_pm30,2022-04-04,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,15162.75,15093.93,15231.57,15265.97,68.82,33.4,NEUTRAL,15183.39,trail_lock,0.300,41.29,0.70,-0.70
v3_baseline_pm30,2022-06-07,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12728.00,12653.49,12802.51,12839.76,74.51,30.8,RISK-ON,12653.49,stop,-1.000,-149.01,0.04,-1.09
v3_baseline_pm30,2022-06-24,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12106.75,12019.60,12193.90,12237.48,87.15,35.1,RISK-ON,12045.50,timeout,0.000,0.00,0.24,-0.88
v3_baseline_pm30,2022-06-28,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,11708.50,11808.23,11608.77,11558.90,99.73,32.9,NEUTRAL,11704.00,timeout,0.000,0.00,0.31,-0.93
v3_baseline_pm30,2022-06-28,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,11706.75,11817.10,11596.40,11541.22,110.35,30.1,RISK-ON,11673.75,session_end,0.000,0.00,0.35,-0.49
v3_baseline_pm30,2022-08-25,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,13208.50,13091.68,13325.32,13383.73,116.82,32.4,RISK-ON,13243.55,trail_lock,0.300,70.09,0.77,-0.73
v3_baseline_pm30,2022-11-08,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,11209.50,11055.31,11363.69,11440.79,154.19,32.8,RISK-ON,11209.50,tp1_then_be,0.500,154.19,1.19,-0.82
v3_baseline_pm30,2022-11-09,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,10866.50,11049.58,10683.42,10591.88,183.08,30.0,RISK-ON,10949.50,session_end,0.000,0.00,0.16,-0.63
v3_baseline_pm30,2022-11-14,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,11863.25,11691.77,12034.73,12120.48,171.48,32.0,RISK-ON,11934.50,timeout,0.000,0.00,0.51,-0.74
v3_baseline_pm30,2022-11-16,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,11737.75,11956.49,11519.01,11409.64,218.74,31.0,RISK-ON,11956.49,stop,-1.000,-437.48,0.14,-1.10
v3_baseline_pm30,2022-11-17,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,11731.00,11527.87,11934.13,12035.70,203.13,33.0,RISK-ON,11701.75,timeout,0.000,0.00,0.56,-0.60
v3_baseline_pm30,2022-11-29,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,11509.75,11857.33,11509.37,11420.79,347.58,34.5,RISK-ON,11509.75,tp1_then_be,0.500,347.58,0.03,-0.36
v3_baseline_pm30,2022-12-05,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,11758.50,11981.12,11535.88,11424.57,222.62,32.3,RISK-ON,11768.25,session_end,0.000,0.00,0.03,-0.58
v3_baseline_pm30,2022-12-08,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,11762.75,11475.83,11736.34,11800.70,286.92,30.8,NEUTRAL,11762.75,tp1_then_be,0.500,286.92,0.00,-0.48
v3_baseline_pm30,2022-12-15,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,11495.00,11857.13,11430.39,11320.53,362.13,31.8,RISK-ON,11495.00,tp1_then_be,0.500,362.13,0.21,-0.53
v3_baseline_pm30,2022-12-20,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,11351.25,11163.90,11538.60,11632.27,187.35,33.3,RISK-ON,11163.90,stop,-1.000,-374.70,0.00,-1.06
v3_baseline_pm30,2022-12-21,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,11348.25,11233.43,11463.07,11520.48,114.82,30.7,NEUTRAL,11233.43,stop,-1.000,-229.64,0.39,-1.10
v3_baseline_pm30,2023-01-17,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,11737.50,11550.87,11924.13,12017.44,186.63,33.4,RISK-ON,11793.49,trail_lock,0.300,111.98,0.68,-0.98
v3_baseline_pm30,2023-01-20,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,11747.00,11584.64,11909.36,11990.54,162.36,36.2,RISK-ON,11747.00,session_end,0.000,0.00,0.00,0.00
v3_baseline_pm30,2023-01-23,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,11904.75,11669.19,11913.14,11974.39,235.56,37.5,RISK-ON,11974.39,tp2_partial,0.648,305.19,1.02,0.00
v3_baseline_pm30,2023-01-25,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,11685.25,11803.22,11567.28,11508.30,117.97,30.3,RISK-ON,11803.22,stop,-1.000,-235.94,0.07,-1.05
v3_baseline_pm30,2023-01-27,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12346.75,12017.12,12281.20,12346.34,329.63,31.5,RISK-ON,12346.75,tp1_then_be,0.500,329.63,0.00,-0.44
v3_baseline_pm30,2023-02-01,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12279.50,12085.45,12473.55,12570.57,194.05,32.5,RISK-ON,12085.45,stop,-1.000,-388.10,0.00,-1.02
v3_baseline_pm30,2023-02-01,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12290.75,12085.05,12321.87,12381.82,205.70,40.2,RISK-ON,12085.05,stop,-1.000,-411.41,0.07,-1.05
v3_baseline_pm30,2023-02-06,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12722.50,12490.41,12954.59,13070.63,232.09,33.0,RISK-ON,12549.00,timeout,0.000,0.00,0.03,-0.87
v3_baseline_pm30,2023-02-13,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12515.00,12329.30,12700.70,12793.55,185.70,32.0,RISK-ON,12515.00,tp1_then_be,0.500,185.70,1.80,-0.69
v3_baseline_pm30,2023-02-28,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12285.75,12076.84,12494.66,12599.12,208.91,32.0,RISK-ON,12123.75,session_end,0.000,0.00,0.00,-0.80
v3_baseline_pm30,2023-03-01,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,11944.75,12334.47,11921.04,11815.51,389.72,34.4,RISK-ON,12018.00,timeout,0.000,0.00,0.05,-0.82
v3_baseline_pm30,2023-03-02,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12057.50,11833.55,12281.45,12393.42,223.95,32.3,RISK-ON,11893.75,timeout,0.000,0.00,0.47,-0.77
v3_baseline_pm30,2023-03-03,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12431.00,12074.54,12323.42,12381.21,356.46,30.6,NEUTRAL,12431.00,tp1_then_be,0.500,356.46,0.00,-0.75
v3_baseline_pm30,2023-03-09,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,12472.50,12211.22,12482.47,12548.91,261.28,35.7,RISK-ON,12472.50,tp1_then_be,0.500,261.28,0.52,-0.72
v3_baseline_pm30,2023-03-24,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,13021.00,12855.31,13186.69,13269.53,165.69,31.8,RISK-ON,13021.00,session_end,0.000,0.00,0.00,0.00
v3_baseline_pm30,2023-07-06,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,15443.00,15211.97,15674.03,15789.55,231.03,33.0,NEUTRAL,15237.50,timeout,0.000,0.00,0.01,-0.95
v3_baseline_pm30,2023-07-26,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,15852.25,15590.01,16114.49,16245.61,262.24,30.2,RISK-ON,15590.01,stop,-1.000,-524.49,0.00,-1.08
v3_baseline_pm30,2023-11-06,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,15428.25,15172.00,15684.50,15812.62,256.25,33.4,RISK-ON,15402.00,timeout,0.000,0.00,0.00,-0.90
v3_baseline_pm30,2023-11-09,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,15585.00,15314.37,15855.63,15990.94,270.63,33.1,RISK-ON,15666.19,trail_lock,0.300,162.38,0.83,-0.73
v3_baseline_pm30,2023-11-14,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,16258.75,15761.50,16106.17,16189.38,497.25,44.4,RISK-ON,16258.75,tp1_then_be,0.500,497.25,0.02,-0.83
v3_baseline_pm30,2023-11-15,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,15919.00,16410.15,15818.88,15672.43,491.15,34.5,RISK-ON,16345.00,timeout,0.000,0.00,0.02,-0.90
v3_baseline_pm30,2023-11-16,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,16052.25,15706.85,16397.65,16570.35,345.40,30.2,RISK-ON,15838.25,timeout,0.000,0.00,0.56,-0.64
v3_baseline_pm30,2023-11-17,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,16283.00,15794.64,16393.09,16545.85,488.36,35.2,RISK-ON,15854.25,timeout,0.000,0.00,0.00,-0.94
v3_baseline_pm30,2023-11-22,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,16059.00,16586.54,15939.08,15773.17,527.54,46.0,RISK-ON,16063.00,timeout,0.000,0.00,0.10,-0.84
v3_baseline_pm30,2023-11-27,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,16455.25,16106.37,16804.13,16978.57,348.88,33.0,RISK-ON,16106.37,stop,-1.000,-697.75,0.00,-1.20
v3_baseline_pm30,2023-11-28,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,15960.00,16235.64,15920.37,15842.60,275.64,32.0,RISK-ON,16235.64,stop,-1.000,-551.27,0.00,-1.03
v3_baseline_pm30,2023-11-29,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,16528.25,16120.77,16472.07,16557.71,407.48,39.6,RISK-ON,16120.77,stop,-1.000,-814.97,0.00,-1.02
v3_baseline_pm30,2023-12-06,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,15948.75,16360.70,15536.80,15330.83,411.95,31.3,RISK-ON,16141.00,timeout,0.000,0.00,0.17,-0.92
v3_baseline_pm30,2023-12-07,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,15911.00,16416.25,15821.73,15670.96,505.25,33.0,RISK-ON,16416.25,stop,-1.000,-1010.49,0.01,-1.00
v3_baseline_pm30,2023-12-28,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,17118.00,17370.68,16865.32,16738.97,252.68,30.4,RISK-ON,17370.68,stop,-1.000,-505.37,0.06,-1.51
v3_baseline_pm30,2024-01-02,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,16737.25,17100.66,16685.99,16581.67,363.41,50.5,RISK-ON,16766.75,timeout,0.000,0.00,0.13,-0.94
v3_baseline_pm30,2024-01-03,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,16548.00,16980.06,16500.62,16377.71,432.06,34.2,RISK-ON,16551.75,timeout,0.000,0.00,0.00,-0.93
v3_baseline_pm30,2024-01-09,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,17038.50,16780.96,17296.04,17424.81,257.54,35.4,NEUTRAL,16828.50,session_end,0.000,0.00,0.00,-0.90
v3_baseline_pm30,2024-01-12,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,17199.25,16819.53,17578.97,17768.83,379.72,30.9,RISK-ON,17183.00,timeout,0.000,0.00,0.35,-0.75
v3_baseline_pm30,2024-01-17,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,17128.25,16704.32,17136.59,17244.20,423.93,45.6,RISK-ON,16704.32,stop,-1.000,-847.87,0.00,-1.00
v3_baseline_pm30,2024-01-24,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,17935.00,17547.52,18322.48,18516.22,387.48,32.9,RISK-ON,17965.25,timeout,0.000,0.00,0.54,-0.60
v3_baseline_pm30,2024-02-13,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,17581.25,18108.31,17502.01,17347.78,527.06,43.8,RISK-ON,17579.00,session_end,0.000,0.00,0.02,-0.45
v3_baseline_pm30,2024-02-20,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,17562.50,17981.64,17465.21,17334.76,419.14,40.5,RISK-ON,17981.64,stop,-1.000,-838.27,0.00,-1.08
v3_baseline_pm30,2024-02-26,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,18252.50,17885.23,18619.77,18803.41,367.27,34.0,RISK-ON,18362.68,trail_lock,0.300,220.36,0.67,-0.64
v3_baseline_pm30,2024-02-27,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,18233.25,17844.00,18622.50,18817.12,389.25,32.0,RISK-ON,17971.00,timeout,0.000,0.00,0.57,-0.69
v3_baseline_pm30,2024-03-01,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,18375.00,18025.76,18724.24,18898.87,349.24,32.7,RISK-ON,18479.77,trail_lock,0.300,209.55,0.68,-0.00
v3_baseline_pm30,2024-03-06,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,18045.75,18622.01,17935.46,17761.76,576.26,39.6,RISK-ON,18272.25,session_end,0.000,0.00,0.08,-0.85
v3_baseline_pm30,2024-03-18,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,18233.00,18473.64,17992.36,17872.03,240.64,30.6,NEUTRAL,18229.25,session_end,0.000,0.00,0.06,-0.94
v3_baseline_pm30,2024-04-26,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,18250.00,17816.75,18683.25,18899.87,433.25,30.0,RISK-ON,17816.75,stop,-1.000,-866.49,0.00,-1.01
v3_baseline_pm30,2024-05-07,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,18196.25,18532.05,17860.45,17692.55,335.80,32.0,RISK-ON,18196.25,session_end,0.000,0.00,0.00,0.00
v3_baseline_pm30,2024-08-19,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,20072.50,19701.84,20443.16,20628.49,370.66,35.9,RISK-ON,19860.25,session_end,0.000,0.00,0.05,-0.63
v3_baseline_pm30,2024-11-05,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,20540.00,20171.61,20908.39,21092.58,368.39,32.7,RISK-ON,20546.25,timeout,0.000,0.00,0.43,-0.83
v3_baseline_pm30,2024-11-07,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21425.00,20987.47,21413.50,21519.73,437.53,35.7,RISK-ON,21425.00,tp1_then_be,0.500,437.53,0.03,-0.55
v3_baseline_pm30,2024-11-11,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,21131.00,21562.57,21118.46,21006.79,431.57,38.2,RISK-ON,21131.00,tp1_then_be,0.500,431.57,0.03,-0.57
v3_baseline_pm30,2024-11-12,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,21066.00,21529.54,21097.77,20990.94,463.54,37.8,RISK-ON,21066.00,tp1_then_be,0.500,463.54,0.00,-0.60
v3_baseline_pm30,2024-11-15,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,20733.25,21069.40,20397.10,20229.03,336.15,33.2,RISK-ON,21069.40,stop,-1.000,-672.29,0.00,-1.39
v3_baseline_pm30,2024-11-21,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21197.25,20579.26,21301.55,21484.15,617.99,30.6,RISK-ON,20579.26,stop,-1.000,-1235.98,0.00,-1.00
v3_baseline_pm30,2024-12-03,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21481.25,21033.20,21929.30,22153.33,448.05,31.5,RISK-ON,21469.50,timeout,0.000,0.00,0.10,-0.63
v3_baseline_pm30,2024-12-04,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21712.00,21293.69,22130.31,22339.46,418.31,30.8,RISK-ON,21837.49,trail_lock,0.300,250.99,0.64,-0.69
v3_baseline_pm30,2024-12-04,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21980.00,21347.20,22037.02,22211.32,632.80,35.6,RISK-ON,21980.00,tp1_then_be,0.500,632.80,0.33,-0.85
v3_baseline_pm30,2024-12-06,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21861.50,21438.36,21913.98,22030.67,423.14,44.5,RISK-ON,22030.67,tp2_partial,0.700,592.31,0.60,-0.64
v3_baseline_pm30,2024-12-10,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21842.75,21464.17,22221.33,22410.61,378.58,35.0,RISK-ON,21956.32,trail_lock,0.300,227.15,0.71,-0.87
v3_baseline_pm30,2025-01-06,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,22070.00,21697.49,22126.18,22233.27,372.51,35.4,RISK-ON,22070.00,tp1_then_be,0.500,372.51,0.16,-0.75
v3_baseline_pm30,2025-01-17,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21861.25,21498.67,22223.83,22405.12,362.58,35.0,RISK-ON,21862.25,timeout,0.000,0.00,0.00,-0.83
v3_baseline_pm30,2025-01-22,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,22249.50,21810.96,22688.04,22907.31,438.54,32.1,RISK-ON,22086.00,timeout,0.000,0.00,0.58,-0.57
v3_baseline_pm30,2025-01-24,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,22298.75,21926.17,22671.33,22857.62,372.58,36.1,RISK-ON,21992.50,timeout,0.000,0.00,0.51,-0.84
v3_baseline_pm30,2025-01-27,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21498.00,21086.89,21909.11,22114.67,411.11,32.2,RISK-ON,21230.50,timeout,0.000,0.00,0.49,-0.76
v3_baseline_pm30,2025-01-27,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,21116.25,21523.10,20709.40,20505.97,406.85,30.7,RISK-ON,21360.25,session_end,0.000,0.00,0.03,-0.60
v3_baseline_pm30,2025-01-28,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21834.75,21504.54,22164.96,22330.07,330.21,35.0,RISK-ON,21849.25,session_end,0.000,0.00,0.07,-0.67
v3_baseline_pm30,2025-01-30,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21945.00,21558.47,21982.35,22087.10,386.53,38.4,RISK-ON,21558.47,stop,-1.000,-773.06,0.05,-1.00
v3_baseline_pm30,2025-02-06,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,22027.75,21709.96,22079.26,22171.81,317.79,43.9,RISK-ON,22027.75,tp1_then_be,0.500,317.79,0.78,-0.70
v3_baseline_pm30,2025-02-11,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,22046.00,21670.67,22421.33,22608.99,375.33,33.0,RISK-ON,22079.75,timeout,0.000,0.00,0.15,-0.67
v3_baseline_pm30,2025-02-20,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,22139.25,22681.61,22044.07,21881.97,542.36,39.0,RISK-ON,22139.25,tp1_then_be,0.500,542.36,0.26,-0.74
v3_baseline_pm30,2025-02-24,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,21612.25,22189.31,21558.52,21397.63,577.06,33.4,RISK-ON,21612.25,tp1_then_be,0.500,577.06,0.21,-0.35
v3_baseline_pm30,2025-02-26,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21636.50,21221.94,22051.06,22258.34,414.56,33.8,RISK-ON,21625.00,timeout,0.000,0.00,0.53,-0.73
v3_baseline_pm30,2025-05-16,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,21716.50,21376.31,22056.69,22226.78,340.19,34.0,RISK-ON,21736.25,session_end,0.000,0.00,0.06,-0.75
v3_baseline_pm30,2025-06-10,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,22204.50,21814.17,22594.83,22789.99,390.33,35.5,RISK-ON,21964.75,session_end,0.000,0.00,0.51,-0.75
v3_baseline_pm30,2025-08-13,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,23916.00,24264.24,23567.76,23393.64,348.24,36.1,RISK-ON,23922.25,timeout,0.000,0.00,0.01,-0.77
v3_baseline_pm30,2025-10-02,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,25357.50,25088.56,25626.44,25760.91,268.94,37.5,RISK-ON,25357.50,session_end,0.000,0.00,0.00,0.00
v3_baseline_pm30,2025-11-04,EMA PB,long,baseline,False,baseline_no_micro,0.00,0,1.00,26135.25,25756.78,26513.72,26702.96,378.47,33.7,RISK-ON,25756.78,stop,-1.000,-756.95,0.38,-1.02
v3_baseline_pm30,2025-11-04,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,25582.25,26012.42,25152.08,24937.00,430.17,30.9,RISK-ON,25866.25,session_end,0.000,0.00,0.00,-0.66
v3_baseline_pm30,2025-11-05,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,25870.25,25429.53,25928.18,26047.98,440.72,39.5,NEUTRAL,25870.25,tp1_then_be,0.500,440.72,0.15,-0.56
v3_baseline_pm30,2025-11-07,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,24770.25,25576.22,24750.22,24537.43,805.97,30.1,RISK-ON,24770.25,tp1_then_be,0.500,805.97,0.06,-0.29
v3_baseline_pm30,2025-11-10,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,25523.50,26006.03,25040.97,24799.71,482.53,30.2,RISK-ON,25794.75,timeout,0.000,0.00,0.15,-0.95
v3_baseline_pm30,2025-11-17,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,25482.00,24920.30,25593.34,25764.87,561.70,34.5,RISK-ON,25482.00,tp1_then_be,0.500,561.70,0.30,-0.93
v3_baseline_pm30,2025-12-05,ORB,long,baseline,False,baseline_no_micro,0.00,0,1.00,26240.75,25606.84,26392.54,26591.66,633.91,31.6,RISK-ON,25670.00,timeout,0.000,0.00,0.00,-0.91
v3_baseline_pm30,2025-12-10,EMA PB,short,baseline,False,baseline_no_micro,0.00,0,1.00,25586.00,26016.64,25155.36,24940.04,430.64,30.1,RISK-ON,26016.64,stop,-1.000,-861.27,0.08,-1.04
v3_baseline_pm30,2025-12-31,ORB,short,baseline,False,baseline_no_micro,0.00,0,1.00,25537.00,25925.89,25529.46,25428.60,388.89,35.6,RISK-ON,25925.89,stop,-1.000,-777.78,0.01,-1.15
