variant,date,setup,side,micro_mode,micro_confirmed,micro_reason,micro_confidence,micro_bars_waited,micro_refined_r,entry_px,stop,tp1,tp2,sl_dist,pm_final,regime,exit_px,exit_reason,pnl_r,pnl_dollars,mfe_r,mae_r
micro_fallback_pm30,2021-01-29,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,4,29.69,12901.25,12911.50,12949.22,12899.57,10.25,47.2,RISK-ON,12898.17,trail_lock,0.300,6.15,1.27,-0.37
micro_fallback_pm30,2021-02-08,ORB,short,fallback,True,1m confirmed below OR+strong close,0.96,1,8.59,13605.75,13613.25,13612.63,13595.93,7.50,44.0,RISK-ON,13605.75,tp1_then_be,0.500,7.50,2.00,-0.77
micro_fallback_pm30,2021-02-10,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,4,8.43,13610.00,13635.00,13690.45,13670.99,25.00,34.2,RISK-ON,13602.50,trail_lock,0.300,15.00,0.82,-0.07
micro_fallback_pm30,2021-02-12,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,13739.25,13711.35,13767.15,13781.10,27.90,33.4,RISK-ON,13732.75,timeout,0.000,0.00,0.56,-0.57
micro_fallback_pm30,2021-02-16,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,144.19,13705.00,13706.00,13783.88,13763.38,1.00,51.9,RISK-ON,13706.00,stop,-1.000,-2.00,0.00,-29.50
micro_fallback_pm30,2021-02-22,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,13427.25,13353.65,13442.45,13465.29,73.60,30.8,RISK-ON,13427.25,tp1_then_be,0.500,73.60,0.25,-0.24
micro_fallback_pm30,2021-02-25,ORB,short,fallback,True,1m confirmed below OR+strong close,0.99,0,12.08,13062.75,13080.75,13143.72,13103.93,18.00,34.1,RISK-ON,13062.75,tp1_then_be,0.500,18.00,0.54,-1.49
micro_fallback_pm30,2021-03-09,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,1,3.95,12662.50,12641.75,12671.90,12696.90,20.75,36.9,NEUTRAL,12668.73,trail_lock,0.300,12.45,0.71,-0.52
micro_fallback_pm30,2021-04-16,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,14030.25,14003.47,14057.03,14070.41,26.78,32.2,RISK-ON,14034.00,timeout,0.000,0.00,0.40,-0.79
micro_fallback_pm30,2021-08-04,EMA PB,long,fallback,True,1m pin at EMA,0.85,3,5.03,15095.75,15091.00,15119.66,15131.62,4.75,30.4,NEUTRAL,15091.00,stop,-1.000,-9.50,0.32,-1.63
micro_fallback_pm30,2021-11-09,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,2,8.96,16314.00,16321.50,16343.73,16330.67,7.50,39.6,RISK-ON,16330.67,tp2_partial,-0.611,-9.17,2.53,0.00
micro_fallback_pm30,2021-11-10,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,3,7.26,16135.25,16121.25,16145.49,16173.77,14.00,30.5,RISK-ON,16139.45,trail_lock,0.300,8.40,1.38,-0.48
micro_fallback_pm30,2021-11-15,ORB,short,fallback,True,1m confirmed below OR+strong close,0.93,3,20.94,16117.00,16124.25,16199.69,16184.99,7.25,32.9,RISK-ON,16184.99,tp2_partial,-4.189,-60.74,0.14,-0.38
micro_fallback_pm30,2021-11-19,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,4,5.43,16587.25,16575.00,16580.49,16597.96,12.25,39.5,RISK-ON,16597.96,tp2_partial,0.937,22.96,0.88,-0.27
micro_fallback_pm30,2021-11-22,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,2,8.07,16577.75,16594.50,16618.33,16592.98,16.75,35.1,RISK-ON,16577.75,tp1_then_be,0.500,16.75,1.04,-0.42
micro_fallback_pm30,2021-11-23,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,1,13.43,16415.25,16406.00,16412.18,16447.38,9.25,31.7,NEUTRAL,16406.00,stop,-1.000,-18.50,0.00,-1.11
micro_fallback_pm30,2021-11-24,ORB,long,fallback,True,1m confirmed above OR+strong close,0.72,3,17.50,16245.75,16238.50,16233.57,16266.09,7.25,30.3,RISK-ON,16247.92,trail_lock,0.300,4.35,1.59,0.00
micro_fallback_pm30,2021-11-30,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,7.10,16400.00,16389.50,16387.76,16406.53,10.50,30.7,RISK-ON,16406.53,tp2_partial,0.811,17.03,1.67,-0.48
micro_fallback_pm30,2021-12-01,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,4,5.86,16260.25,16280.00,16248.11,16219.30,19.75,41.2,RISK-ON,16254.33,trail_lock,0.300,11.85,1.29,0.00
micro_fallback_pm30,2021-12-02,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,8.49,16000.75,15975.00,16030.59,16096.85,25.75,34.8,RISK-ON,15975.00,stop,-1.000,-51.50,0.00,-1.28
micro_fallback_pm30,2021-12-09,ORB,short,fallback,True,1m confirmed below OR+strong close,0.75,0,27.75,16210.25,16217.50,16313.33,16286.08,7.25,42.2,NEUTRAL,16208.08,trail_lock,0.300,4.35,0.72,-1.28
micro_fallback_pm30,2021-12-15,ORB,short,fallback,True,1m confirmed below OR+strong close,0.76,0,11.28,15836.25,15845.25,15845.71,15823.39,9.00,35.7,RISK-ON,15833.55,trail_lock,0.300,5.40,1.03,-0.47
micro_fallback_pm30,2021-12-22,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,2,12.17,16017.50,16010.00,16033.60,16060.76,7.50,34.6,RISK-ON,16019.75,trail_lock,0.300,4.50,2.30,0.00
micro_fallback_pm30,2021-12-28,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,16468.25,16600.72,16500.01,16473.63,132.47,44.7,RISK-ON,16468.25,tp1_then_be,0.500,132.47,0.00,-0.16
micro_fallback_pm30,2022-01-14,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,3.55,15588.50,15542.00,15570.87,15622.85,46.50,34.7,RISK-ON,15588.50,tp1_then_be,0.500,46.50,0.15,-0.40
micro_fallback_pm30,2022-01-21,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,4.18,14648.00,14687.25,14624.79,14572.37,39.25,34.5,RISK-ON,14636.23,trail_lock,0.300,23.55,1.03,-0.69
micro_fallback_pm30,2022-01-27,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,10.65,14375.50,14362.50,14384.46,14425.11,13.00,36.4,RISK-ON,14362.50,stop,-1.000,-26.00,0.48,-2.31
micro_fallback_pm30,2022-01-28,ORB,long,fallback,True,1m confirmed above OR+strong close,0.76,3,36.78,14216.25,14206.75,14155.76,14226.69,9.50,34.3,RISK-ON,14226.69,tp2_partial,1.049,19.94,3.03,0.00
micro_fallback_pm30,2022-02-07,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,9.27,14802.00,14787.25,14809.38,14846.74,14.75,39.2,RISK-ON,14787.25,stop,-1.000,-29.50,0.31,-1.46
micro_fallback_pm30,2022-02-11,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,5.13,14610.50,14640.25,14625.31,14585.95,29.75,32.2,NEUTRAL,14610.50,tp1_then_be,0.500,29.75,0.10,-0.61
micro_fallback_pm30,2022-02-23,ORB,short,fallback,True,1m confirmed below OR+strong close,0.82,3,13.11,13863.50,13878.00,13923.99,13895.36,14.50,39.2,RISK-ON,13859.15,trail_lock,0.300,8.70,2.74,-0.03
micro_fallback_pm30,2022-02-28,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,14219.50,14022.84,14135.89,14164.70,196.66,38.0,RISK-ON,14164.70,tp2_partial,0.361,141.85,0.05,-0.05
micro_fallback_pm30,2022-03-01,ORB,short,fallback,True,1m confirmed below OR+strong close,0.89,0,10.43,14074.50,14091.25,14126.50,14092.16,16.75,45.2,RISK-ON,14074.50,tp1_then_be,0.500,16.75,0.43,-0.82
micro_fallback_pm30,2022-03-08,ORB,long,fallback,True,1m confirmed above OR+strong close,0.82,0,18.51,13536.00,13518.25,13413.14,13466.42,17.75,44.2,RISK-ON,13541.33,trail_lock,0.300,10.65,0.96,0.00
micro_fallback_pm30,2022-03-11,ORB,short,fallback,True,1m confirmed below OR+strong close,0.93,0,7.09,13584.75,13604.25,13573.48,13530.83,19.50,34.2,RISK-ON,13578.90,trail_lock,0.300,11.70,0.63,-0.23
micro_fallback_pm30,2022-04-04,EMA PB,long,fallback,True,1m pin at EMA,0.85,1,13.11,15126.25,15121.00,15195.07,15229.47,5.25,33.4,NEUTRAL,15127.83,trail_lock,0.300,3.15,6.19,-0.48
micro_fallback_pm30,2022-06-07,EMA PB,long,fallback,True,1m pin at EMA,0.85,3,8.51,12692.50,12683.75,12767.01,12804.26,8.75,30.8,RISK-ON,12695.12,trail_lock,0.300,5.25,3.77,-0.17
micro_fallback_pm30,2022-06-24,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,12106.75,12019.60,12193.90,12237.48,87.15,35.1,RISK-ON,12045.50,timeout,0.000,0.00,0.24,-0.88
micro_fallback_pm30,2022-06-28,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11708.50,11808.23,11608.77,11558.90,99.73,32.9,NEUTRAL,11704.00,timeout,0.000,0.00,0.31,-0.93
micro_fallback_pm30,2022-06-28,EMA PB,short,fallback,True,1m pin at EMA,0.85,0,11.62,11704.00,11713.50,11593.65,11538.47,9.50,30.1,RISK-ON,11701.15,trail_lock,0.300,5.70,1.11,-0.68
micro_fallback_pm30,2022-08-25,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,13208.50,13091.68,13325.32,13383.73,116.82,32.4,RISK-ON,13243.55,trail_lock,0.300,70.09,0.77,-0.73
micro_fallback_pm30,2022-11-08,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11209.50,11055.31,11363.69,11440.79,154.19,32.8,RISK-ON,11209.50,tp1_then_be,0.500,154.19,1.19,-0.82
micro_fallback_pm30,2022-11-09,EMA PB,short,fallback,True,1m pin at EMA,0.85,0,19.27,10863.75,10873.25,10680.67,10589.13,9.50,30.0,RISK-ON,10873.25,stop,-1.000,-19.00,0.00,-11.61
micro_fallback_pm30,2022-11-14,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11863.25,11691.77,12034.73,12120.48,171.48,32.0,RISK-ON,11934.50,timeout,0.000,0.00,0.51,-0.74
micro_fallback_pm30,2022-11-16,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11737.75,11956.49,11519.01,11409.64,218.74,31.0,RISK-ON,11956.49,stop,-1.000,-437.48,0.14,-1.10
micro_fallback_pm30,2022-11-17,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11731.00,11527.87,11934.13,12035.70,203.13,33.0,RISK-ON,11701.75,timeout,0.000,0.00,0.56,-0.60
micro_fallback_pm30,2022-11-29,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,11509.75,11857.33,11509.37,11420.79,347.58,34.5,RISK-ON,11509.75,tp1_then_be,0.500,347.58,0.03,-0.36
micro_fallback_pm30,2022-12-05,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11758.50,11981.12,11535.88,11424.57,222.62,32.3,RISK-ON,11768.25,session_end,0.000,0.00,0.03,-0.58
micro_fallback_pm30,2022-12-08,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,2,19.45,11755.25,11740.50,11736.34,11800.70,14.75,30.8,NEUTRAL,11740.50,stop,-1.000,-29.50,0.00,-8.05
micro_fallback_pm30,2022-12-15,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,11495.00,11857.13,11430.39,11320.53,362.13,31.8,RISK-ON,11495.00,tp1_then_be,0.500,362.13,0.21,-0.53
micro_fallback_pm30,2022-12-20,EMA PB,long,fallback,True,1m pin at EMA,0.85,3,16.29,11240.50,11229.00,11427.85,11521.52,11.50,33.3,RISK-ON,11229.00,stop,-1.000,-23.00,0.04,-1.24
micro_fallback_pm30,2022-12-21,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11348.25,11233.43,11463.07,11520.48,114.82,30.7,NEUTRAL,11233.43,stop,-1.000,-229.64,0.39,-1.10
micro_fallback_pm30,2023-01-17,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11737.50,11550.87,11924.13,12017.44,186.63,33.4,RISK-ON,11793.49,trail_lock,0.300,111.98,0.68,-0.98
micro_fallback_pm30,2023-01-20,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11747.00,11584.64,11909.36,11990.54,162.36,36.2,RISK-ON,11747.00,session_end,0.000,0.00,0.00,0.00
micro_fallback_pm30,2023-01-23,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,1,22.98,11925.00,11914.75,11913.14,11974.39,10.25,37.5,RISK-ON,11925.00,tp1_then_be,0.500,10.25,21.37,-11.56
micro_fallback_pm30,2023-01-25,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11685.25,11803.22,11567.28,11508.30,117.97,30.3,RISK-ON,11803.22,stop,-1.000,-235.94,0.07,-1.05
micro_fallback_pm30,2023-01-27,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,12346.75,12017.12,12281.20,12346.34,329.63,31.5,RISK-ON,12346.75,tp1_then_be,0.500,329.63,0.00,-0.44
micro_fallback_pm30,2023-02-01,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,12279.50,12085.45,12473.55,12570.57,194.05,32.5,RISK-ON,12085.45,stop,-1.000,-388.10,0.00,-1.02
micro_fallback_pm30,2023-02-01,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,1,14.69,12304.75,12290.75,12321.87,12381.82,14.00,40.2,RISK-ON,12290.75,stop,-1.000,-28.00,0.00,-9.71
micro_fallback_pm30,2023-02-06,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,12722.50,12490.41,12954.59,13070.63,232.09,33.0,RISK-ON,12549.00,timeout,0.000,0.00,0.03,-0.87
micro_fallback_pm30,2023-02-13,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,12515.00,12329.30,12700.70,12793.55,185.70,32.0,RISK-ON,12515.00,tp1_then_be,0.500,185.70,1.80,-0.69
micro_fallback_pm30,2023-02-28,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,12285.75,12076.84,12494.66,12599.12,208.91,32.0,RISK-ON,12123.75,session_end,0.000,0.00,0.00,-0.80
micro_fallback_pm30,2023-03-01,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,44.54,11933.25,11942.00,11921.04,11815.51,8.75,34.4,RISK-ON,11942.00,stop,-1.000,-17.50,0.00,-15.37
micro_fallback_pm30,2023-03-02,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,12057.50,11833.55,12281.45,12393.42,223.95,32.3,RISK-ON,11893.75,timeout,0.000,0.00,0.47,-0.77
micro_fallback_pm30,2023-03-03,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,89.12,12301.50,12297.50,12323.42,12381.21,4.00,30.6,NEUTRAL,12297.50,stop,-1.000,-8.00,0.00,-1.31
micro_fallback_pm30,2023-03-09,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,3,29.86,12478.00,12469.25,12482.47,12548.91,8.75,35.7,RISK-ON,12469.25,stop,-1.000,-17.50,0.46,-16.34
micro_fallback_pm30,2023-03-24,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,13021.00,12855.31,13186.69,13269.53,165.69,31.8,RISK-ON,13021.00,session_end,0.000,0.00,0.00,0.00
micro_fallback_pm30,2023-07-06,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,15443.00,15211.97,15674.03,15789.55,231.03,33.0,NEUTRAL,15237.50,timeout,0.000,0.00,0.01,-0.95
micro_fallback_pm30,2023-07-26,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,15852.25,15590.01,16114.49,16245.61,262.24,30.2,RISK-ON,15590.01,stop,-1.000,-524.49,0.00,-1.08
micro_fallback_pm30,2023-11-06,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,15428.25,15172.00,15684.50,15812.62,256.25,33.4,RISK-ON,15402.00,timeout,0.000,0.00,0.00,-0.90
micro_fallback_pm30,2023-11-09,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,15585.00,15314.37,15855.63,15990.94,270.63,33.1,RISK-ON,15666.19,trail_lock,0.300,162.38,0.83,-0.73
micro_fallback_pm30,2023-11-14,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,3,51.00,16064.25,16054.50,16106.17,16189.38,9.75,44.4,RISK-ON,16054.50,stop,-1.000,-19.50,0.00,-20.92
micro_fallback_pm30,2023-11-15,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,2,51.70,15910.75,15920.25,15818.88,15672.43,9.50,34.5,RISK-ON,15920.25,stop,-1.000,-19.00,0.00,-1.26
micro_fallback_pm30,2023-11-16,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,16052.25,15706.85,16397.65,16570.35,345.40,30.2,RISK-ON,15838.25,timeout,0.000,0.00,0.56,-0.64
micro_fallback_pm30,2023-11-17,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,16283.00,15794.64,16393.09,16545.85,488.36,35.2,RISK-ON,15854.25,timeout,0.000,0.00,0.00,-0.94
micro_fallback_pm30,2023-11-22,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,33.49,16047.00,16062.75,15939.08,15773.17,15.75,46.0,RISK-ON,16062.75,stop,-1.000,-31.50,0.00,-13.16
micro_fallback_pm30,2023-11-27,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,16455.25,16106.37,16804.13,16978.57,348.88,33.0,RISK-ON,16106.37,stop,-1.000,-697.75,0.00,-1.20
micro_fallback_pm30,2023-11-28,ORB,short,fallback,True,1m confirmed below OR+strong close,0.78,3,64.86,15966.75,15971.00,15920.37,15842.60,4.25,32.0,RISK-ON,15971.00,stop,-1.000,-8.50,0.00,-50.18
micro_fallback_pm30,2023-11-29,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,16528.25,16120.77,16472.07,16557.71,407.48,39.6,RISK-ON,16120.77,stop,-1.000,-814.97,0.00,-1.02
micro_fallback_pm30,2023-12-06,EMA PB,short,fallback,True,1m pin at EMA,0.85,4,29.42,16122.50,16136.50,15710.55,15504.58,14.00,31.3,RISK-ON,16136.50,stop,-1.000,-28.00,0.00,-14.55
micro_fallback_pm30,2023-12-07,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,15911.00,16416.25,15821.73,15670.96,505.25,33.0,RISK-ON,16416.25,stop,-1.000,-1010.49,0.01,-1.00
micro_fallback_pm30,2023-12-28,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,17118.00,17370.68,16865.32,16738.97,252.68,30.4,RISK-ON,17370.68,stop,-1.000,-505.37,0.06,-1.51
micro_fallback_pm30,2024-01-02,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,3,27.95,16739.75,16752.75,16685.99,16581.67,13.00,50.5,RISK-ON,16752.75,stop,-1.000,-26.00,0.00,-15.71
micro_fallback_pm30,2024-01-03,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,4,46.71,16568.75,16578.00,16500.62,16377.71,9.25,34.2,RISK-ON,16565.97,trail_lock,0.300,5.55,0.81,-0.59
micro_fallback_pm30,2024-01-09,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,17038.50,16780.96,17296.04,17424.81,257.54,35.4,NEUTRAL,16828.50,session_end,0.000,0.00,0.00,-0.90
micro_fallback_pm30,2024-01-12,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,17199.25,16819.53,17578.97,17768.83,379.72,30.9,RISK-ON,17183.00,timeout,0.000,0.00,0.35,-0.75
micro_fallback_pm30,2024-01-17,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,17128.25,16704.32,17136.59,17244.20,423.93,45.6,RISK-ON,16704.32,stop,-1.000,-847.87,0.00,-1.00
micro_fallback_pm30,2024-01-24,EMA PB,long,fallback,True,1m pin at EMA,0.85,1,57.40,17712.75,17706.00,18100.23,18293.97,6.75,32.9,RISK-ON,17714.78,trail_lock,0.300,4.05,1.52,-0.04
micro_fallback_pm30,2024-02-13,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,2,43.03,17577.50,17589.75,17502.01,17347.78,12.25,43.8,RISK-ON,17579.00,session_end,0.000,0.00,0.41,-0.39
micro_fallback_pm30,2024-02-20,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,1,32.24,17565.00,17578.00,17465.21,17334.76,13.00,40.5,RISK-ON,17578.00,stop,-1.000,-26.00,0.13,-34.73
micro_fallback_pm30,2024-02-26,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,18252.50,17885.23,18619.77,18803.41,367.27,34.0,RISK-ON,18362.68,trail_lock,0.300,220.36,0.67,-0.64
micro_fallback_pm30,2024-02-27,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,18233.25,17844.00,18622.50,18817.12,389.25,32.0,RISK-ON,17971.00,timeout,0.000,0.00,0.57,-0.69
micro_fallback_pm30,2024-03-01,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,18375.00,18025.76,18724.24,18898.87,349.24,32.7,RISK-ON,18479.77,trail_lock,0.300,209.55,0.68,-0.00
micro_fallback_pm30,2024-03-06,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,18045.75,18622.01,17935.46,17761.76,576.26,39.6,RISK-ON,18272.25,session_end,0.000,0.00,0.08,-0.85
micro_fallback_pm30,2024-03-18,EMA PB,short,fallback,True,1m pin at EMA,0.85,3,48.13,18220.00,18225.00,17979.36,17859.03,5.00,30.6,NEUTRAL,18225.00,stop,-1.000,-10.00,0.15,-4.10
micro_fallback_pm30,2024-04-26,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,18250.00,17816.75,18683.25,18899.87,433.25,30.0,RISK-ON,17816.75,stop,-1.000,-866.49,0.00,-1.01
micro_fallback_pm30,2024-05-07,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,18196.25,18532.05,17860.45,17692.55,335.80,32.0,RISK-ON,18196.25,session_end,0.000,0.00,0.00,0.00
micro_fallback_pm30,2024-08-19,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,20072.50,19701.84,20443.16,20628.49,370.66,35.9,RISK-ON,19860.25,session_end,0.000,0.00,0.05,-0.63
micro_fallback_pm30,2024-11-05,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,20540.00,20171.61,20908.39,21092.58,368.39,32.7,RISK-ON,20546.25,timeout,0.000,0.00,0.43,-0.83
micro_fallback_pm30,2024-11-07,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,1,62.50,21435.00,21428.00,21413.50,21519.73,7.00,35.7,RISK-ON,21435.00,tp1_then_be,0.500,7.00,0.36,-35.71
micro_fallback_pm30,2024-11-11,ORB,short,fallback,True,1m confirmed below OR+strong close,0.74,0,59.53,21125.75,21133.00,21118.46,21006.79,7.25,38.2,RISK-ON,21123.58,trail_lock,0.300,4.35,1.31,-0.24
micro_fallback_pm30,2024-11-12,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,21066.00,21529.54,21097.77,20990.94,463.54,37.8,RISK-ON,21066.00,tp1_then_be,0.500,463.54,0.00,-0.60
micro_fallback_pm30,2024-11-15,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,20733.25,21069.40,20397.10,20229.03,336.15,33.2,RISK-ON,21069.40,stop,-1.000,-672.29,0.00,-1.39
micro_fallback_pm30,2024-11-21,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,21197.25,20579.26,21301.55,21484.15,617.99,30.6,RISK-ON,20579.26,stop,-1.000,-1235.98,0.00,-1.00
micro_fallback_pm30,2024-12-03,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,21481.25,21033.20,21929.30,22153.33,448.05,31.5,RISK-ON,21469.50,timeout,0.000,0.00,0.10,-0.63
micro_fallback_pm30,2024-12-04,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,21712.00,21293.69,22130.31,22339.46,418.31,30.8,RISK-ON,21837.49,trail_lock,0.300,250.99,0.64,-0.69
micro_fallback_pm30,2024-12-04,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,21980.00,21347.20,22037.02,22211.32,632.80,35.6,RISK-ON,21980.00,tp1_then_be,0.500,632.80,0.33,-0.85
micro_fallback_pm30,2024-12-06,ORB,long,fallback,True,1m confirmed above OR+strong close,0.75,2,52.89,21875.50,21867.50,21913.98,22030.67,8.00,44.5,RISK-ON,22030.67,tp2_partial,10.198,163.17,30.03,0.00
micro_fallback_pm30,2024-12-10,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,21842.75,21464.17,22221.33,22410.61,378.58,35.0,RISK-ON,21956.32,trail_lock,0.300,227.15,0.71,-0.87
micro_fallback_pm30,2025-01-06,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,27.09,22068.75,22055.00,22126.18,22233.27,13.75,35.4,RISK-ON,22055.00,stop,-1.000,-27.50,0.00,-18.89
micro_fallback_pm30,2025-01-17,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,21861.25,21498.67,22223.83,22405.12,362.58,35.0,RISK-ON,21862.25,timeout,0.000,0.00,0.00,-0.83
micro_fallback_pm30,2025-01-22,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,22249.50,21810.96,22688.04,22907.31,438.54,32.1,RISK-ON,22086.00,timeout,0.000,0.00,0.58,-0.57
micro_fallback_pm30,2025-01-24,EMA PB,long,fallback,True,1m pin at EMA,0.85,1,34.66,22058.25,22047.50,22430.83,22617.12,10.75,36.1,RISK-ON,22061.47,trail_lock,0.300,6.45,1.00,-0.09
micro_fallback_pm30,2025-01-27,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,21498.00,21086.89,21909.11,22114.67,411.11,32.2,RISK-ON,21230.50,timeout,0.000,0.00,0.49,-0.76
micro_fallback_pm30,2025-01-27,EMA PB,short,fallback,True,1m pin at EMA,0.85,3,23.59,21135.25,21152.50,20728.40,20524.97,17.25,30.7,RISK-ON,21152.50,stop,-1.000,-34.50,0.00,-13.04
micro_fallback_pm30,2025-01-28,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,21834.75,21504.54,22164.96,22330.07,330.21,35.0,RISK-ON,21849.25,session_end,0.000,0.00,0.07,-0.67
micro_fallback_pm30,2025-01-30,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,35.14,21958.75,21947.75,21982.35,22087.10,11.00,38.4,RISK-ON,21947.75,stop,-1.000,-22.00,0.57,-24.36
micro_fallback_pm30,2025-02-06,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,1,22.30,22037.75,22023.50,22079.26,22171.81,14.25,43.9,RISK-ON,22042.03,trail_lock,0.300,8.55,0.98,0.00
