variant,date,setup,side,entry_px,stop,tp1,tp2,sl_dist,pm_final,regime,voice_agree,size_mult,exit_px,exit_reason,pnl_r,pnl_dollars,mfe_r,mae_r
orb_regime_conf_pm25,2023-11-28,ORB,short,15960.00,16235.64,15920.37,15842.60,275.64,32.0,RISK-ON,6,0.50,16235.64,stop,-0.500,-275.64,0.00,-1.03
orb_regime_conf_pm25,2023-11-29,ORB,long,16528.25,16120.77,16472.07,16557.71,407.48,39.6,RISK-ON,8,0.75,16120.77,stop,-0.750,-611.23,0.00,-1.02
orb_regime_conf_pm25,2023-12-04,ORB,short,15764.50,16332.46,15720.20,15569.09,567.96,28.9,RISK-ON,6,0.50,15822.00,timeout,0.000,0.00,0.08,-0.82
orb_regime_conf_pm25,2023-12-06,ORB,short,15859.00,16407.19,15821.13,15671.83,548.19,27.1,RISK-ON,7,0.50,15879.25,timeout,0.000,0.00,0.01,-0.78
orb_regime_conf_pm25,2023-12-07,ORB,short,15911.00,16416.25,15821.73,15670.96,505.25,33.0,RISK-ON,6,0.50,16416.25,stop,-0.500,-505.25,0.01,-1.00
orb_regime_conf_pm25,2023-12-14,ORB,short,16610.00,16915.36,16543.66,16456.73,305.36,26.4,RISK-ON,5,0.50,16915.36,stop,-0.500,-305.36,0.00,-1.42
orb_regime_conf_pm25,2023-12-15,ORB,short,16777.50,17051.49,16713.20,16627.91,273.99,29.7,RISK-ON,7,0.50,16814.00,session_end,0.000,0.00,0.05,-0.94
orb_regime_conf_pm25,2023-12-29,ORB,short,17036.50,17333.75,17017.94,16940.26,297.25,26.8,RISK-ON,7,0.50,17036.50,tp1_then_be,0.250,148.63,0.12,-0.65
orb_regime_conf_pm25,2024-01-02,ORB,short,16737.25,17100.66,16685.99,16581.67,363.41,50.5,RISK-ON,8,1.00,16766.75,timeout,0.000,0.00,0.13,-0.94
orb_regime_conf_pm25,2024-01-03,ORB,short,16548.00,16980.06,16500.62,16377.71,432.06,34.2,RISK-ON,7,0.50,16551.75,timeout,0.000,0.00,0.00,-0.93
orb_regime_conf_pm25,2024-01-08,ORB,long,16791.25,16496.19,16851.74,16943.00,295.06,25.7,NEUTRAL,6,0.50,16791.25,tp1_then_be,0.250,147.53,0.57,-0.71
orb_regime_conf_pm25,2024-01-11,ORB,short,16837.75,17291.69,16898.79,16802.17,453.94,25.0,RISK-ON,6,0.50,16837.75,tp1_then_be,0.250,226.97,0.01,-0.05
orb_regime_conf_pm25,2024-01-17,ORB,long,17128.25,16704.32,17136.59,17244.20,423.93,45.6,RISK-ON,8,0.75,16704.32,stop,-0.750,-635.90,0.00,-1.00
orb_regime_conf_pm25,2024-01-26,ORB,short,17522.75,18132.55,17378.46,17182.19,609.80,29.3,RISK-ON,7,0.50,17751.75,timeout,0.000,0.00,0.03,-0.41
orb_regime_conf_pm25,2024-02-13,ORB,short,17581.25,18108.31,17502.01,17347.78,527.06,43.8,RISK-ON,8,0.75,17579.00,session_end,0.000,0.00,0.02,-0.45
orb_regime_conf_pm25,2024-02-15,ORB,long,18275.25,17798.60,18208.33,18308.93,476.65,28.7,RISK-ON,7,0.50,18275.25,tp1_then_be,0.250,238.33,0.00,-0.98
orb_regime_conf_pm25,2024-02-20,ORB,short,17562.50,17981.64,17465.21,17334.76,419.14,40.5,RISK-ON,8,0.75,17981.64,stop,-0.750,-628.70,0.00,-1.08
orb_regime_conf_pm25,2024-02-23,ORB,short,18013.75,18633.88,17964.26,17795.42,620.13,28.7,RISK-ON,7,0.50,18289.50,timeout,0.000,0.00,0.03,-0.78
orb_regime_conf_pm25,2024-03-06,ORB,short,18045.75,18622.01,17935.46,17761.76,576.26,39.6,RISK-ON,7,0.75,18272.25,session_end,0.000,0.00,0.08,-0.85
orb_regime_conf_pm25,2024-11-07,ORB,long,21425.00,20987.47,21413.50,21519.73,437.53,35.7,RISK-ON,7,0.75,21425.00,tp1_then_be,0.375,328.14,0.03,-0.55
orb_regime_conf_pm25,2024-11-11,ORB,short,21131.00,21562.57,21118.46,21006.79,431.57,38.2,RISK-ON,9,0.75,21131.00,tp1_then_be,0.375,323.68,0.03,-0.57
orb_regime_conf_pm25,2024-11-12,ORB,short,21066.00,21529.54,21097.77,20990.94,463.54,37.8,RISK-ON,9,0.75,21066.00,tp1_then_be,0.375,347.66,0.00,-0.60
orb_regime_conf_pm25,2024-11-15,ORB,short,20643.50,21241.86,20547.46,20369.97,598.36,41.7,RISK-ON,8,0.75,20643.50,tp1_then_be,0.375,448.77,0.17,-0.45
orb_regime_conf_pm25,2024-11-21,ORB,long,21197.25,20579.26,21301.55,21484.15,617.99,30.6,RISK-ON,7,0.50,20579.26,stop,-0.500,-617.99,0.00,-1.00
orb_regime_conf_pm25,2024-11-27,ORB,short,20734.75,21192.11,20787.27,20689.36,457.36,26.3,RISK-ON,6,0.50,20734.75,tp1_then_be,0.250,228.68,0.00,-0.62
orb_regime_conf_pm25,2024-12-04,ORB,long,21980.00,21347.20,22037.02,22211.32,632.80,35.6,RISK-ON,7,0.75,21980.00,tp1_then_be,0.375,474.60,0.33,-0.85
orb_regime_conf_pm25,2024-12-06,ORB,long,21861.50,21438.36,21913.98,22030.67,423.14,44.5,RISK-ON,7,0.75,22030.67,tp2_partial,0.525,444.23,0.60,-0.64
orb_regime_conf_pm25,2024-12-09,ORB,short,21528.50,21950.50,21500.19,21388.17,422.00,25.1,RISK-ON,6,0.50,21950.50,stop,-0.500,-422.00,0.00,-1.24
orb_regime_conf_pm25,2025-01-06,ORB,long,22070.00,21697.49,22126.18,22233.27,372.51,35.4,RISK-ON,7,0.75,22070.00,tp1_then_be,0.375,279.39,0.16,-0.75
orb_regime_conf_pm25,2025-01-10,ORB,short,21035.00,21464.07,20972.21,20850.68,429.07,28.9,NEUTRAL,6,0.50,21035.00,tp1_then_be,0.250,214.54,0.30,-0.58
orb_regime_conf_pm25,2025-01-13,ORB,long,21037.75,20671.21,21098.75,21204.98,366.54,26.2,RISK-ON,7,0.50,21029.25,timeout,0.000,0.00,0.15,-0.88
orb_regime_conf_pm25,2025-01-29,ORB,short,21384.50,21877.03,21407.61,21290.40,492.53,29.6,RISK-ON,7,0.50,21384.50,tp1_then_be,0.250,246.26,0.00,-0.72
orb_regime_conf_pm25,2025-01-30,ORB,long,21945.00,21558.47,21982.35,22087.10,386.53,38.4,RISK-ON,7,0.75,21558.47,stop,-0.750,-579.79,0.05,-1.00
orb_regime_conf_pm25,2025-02-06,ORB,long,22027.75,21709.96,22079.26,22171.81,317.79,43.9,RISK-ON,8,0.75,22027.75,tp1_then_be,0.375,238.34,0.78,-0.70
orb_regime_conf_pm25,2025-02-07,ORB,short,21648.00,22254.64,21778.24,21662.16,606.64,28.3,RISK-ON,7,0.50,21648.00,tp1_then_be,0.250,303.32,0.00,-0.49
orb_regime_conf_pm25,2025-02-20,ORB,short,22139.25,22681.61,22044.07,21881.97,542.36,39.0,RISK-ON,7,0.75,22139.25,tp1_then_be,0.375,406.77,0.26,-0.74
orb_regime_conf_pm25,2025-02-21,ORB,short,21680.00,22702.32,21945.86,21753.91,1022.32,28.6,RISK-ON,7,0.50,21680.00,tp1_then_be,0.250,511.16,0.00,-0.04
orb_regime_conf_pm25,2025-02-24,ORB,short,21612.25,22189.31,21558.52,21397.63,577.06,33.4,RISK-ON,8,0.50,21612.25,tp1_then_be,0.250,288.53,0.21,-0.35
orb_regime_conf_pm25,2025-02-27,ORB,short,21183.00,21766.78,21039.78,20853.46,583.78,25.4,RISK-ON,6,0.50,21183.00,tp1_then_be,0.250,291.89,0.49,-0.22
orb_regime_conf_pm25,2025-11-05,ORB,long,25870.25,25429.53,25928.18,26047.98,440.72,39.5,NEUTRAL,6,0.75,25870.25,tp1_then_be,0.375,330.54,0.15,-0.56
orb_regime_conf_pm25,2025-11-07,ORB,short,24770.25,25576.22,24750.22,24537.43,805.97,30.1,RISK-ON,7,0.50,24770.25,tp1_then_be,0.250,402.98,0.06,-0.29
orb_regime_conf_pm25,2025-11-17,ORB,long,25482.00,24920.30,25593.34,25764.87,561.70,34.5,RISK-ON,7,0.50,25482.00,tp1_then_be,0.250,280.85,0.30,-0.93
orb_regime_conf_pm25,2025-12-02,ORB,short,25462.75,26120.48,25309.28,25100.38,657.73,25.9,RISK-ON,6,0.50,25570.50,timeout,0.000,0.00,0.04,-0.94
orb_regime_conf_pm25,2025-12-05,ORB,long,26240.75,25606.84,26392.54,26591.66,633.91,31.6,RISK-ON,7,0.50,25670.00,timeout,0.000,0.00,0.00,-0.91
orb_regime_conf_pm25,2025-12-12,ORB,short,25348.00,26151.15,25393.06,25200.43,803.15,29.5,RISK-ON,6,0.50,25348.00,tp1_then_be,0.250,401.57,0.00,-0.60
orb_regime_conf_pm25,2025-12-26,ORB,short,25842.25,26191.30,25785.96,25686.05,349.05,26.0,RISK-ON,6,0.50,25874.75,timeout,0.000,0.00,0.02,-0.83
orb_regime_conf_pm25,2025-12-31,ORB,short,25537.00,25925.89,25529.46,25428.60,388.89,35.6,RISK-ON,7,0.75,25925.89,stop,-0.750,-583.34,0.01,-1.15
orb_regime_conf_pm25,2026-01-15,ORB,short,25757.00,26205.44,25770.59,25662.90,448.44,27.6,RISK-ON,7,0.50,25757.00,session_end,0.000,0.00,0.00,0.00
orb_regime_conf_pm25,2026-01-21,ORB,long,25900.00,25081.20,25814.86,26001.35,818.80,44.8,RISK-ON,8,0.75,25900.00,tp1_then_be,0.375,614.10,0.09,-0.52
orb_regime_conf_pm25,2026-01-22,ORB,long,26013.75,25564.09,26011.34,26119.90,449.66,26.6,NEUTRAL,7,0.50,25564.09,stop,-0.500,-449.66,0.00,-1.05
orb_regime_conf_pm25,2026-01-27,ORB,long,26439.00,25891.14,26566.41,26739.93,547.86,31.8,RISK-ON,7,0.50,26439.00,tp1_then_be,0.250,273.93,0.24,-0.82
orb_regime_conf_pm25,2026-01-28,ORB,short,26152.25,26713.39,26088.68,25926.41,561.14,36.5,NEUTRAL,9,0.75,26160.75,session_end,0.000,0.00,0.07,-0.46
orb_regime_conf_pm25,2026-01-29,ORB,short,25785.25,26785.54,25766.46,25504.37,1000.29,27.6,RISK-ON,7,0.50,25785.25,tp1_then_be,0.250,500.14,0.07,-0.45
orb_regime_conf_pm25,2026-02-02,ORB,long,25964.50,25506.36,26074.17,26219.41,458.14,37.8,RISK-ON,8,0.75,25964.50,tp1_then_be,0.375,343.61,0.31,-0.55
orb_regime_conf_pm25,2026-02-11,ORB,short,25284.00,25734.15,25253.07,25134.22,450.15,34.7,RISK-ON,7,0.50,25284.00,tp1_then_be,0.250,225.07,0.29,-0.95
orb_regime_conf_pm25,2026-02-12,ORB,short,25251.00,25640.55,25223.17,25120.67,389.55,35.4,RISK-ON,6,0.75,25640.55,stop,-0.750,-584.33,0.00,-1.13
orb_regime_conf_pm25,2026-02-17,ORB,short,24544.00,25295.24,24430.51,24207.60,751.24,30.1,RISK-ON,6,0.50,24737.25,timeout,0.000,0.00,0.12,-0.91
orb_regime_conf_pm25,2026-02-18,ORB,long,25106.00,24727.65,25177.17,25291.87,378.35,31.9,RISK-ON,7,0.50,25291.87,tp2_partial,0.373,282.11,0.78,-0.55
orb_regime_conf_pm25,2026-02-19,ORB,long,25300.00,24725.07,25160.64,25268.93,574.93,37.9,RISK-ON,8,0.75,25300.00,tp1_then_be,0.375,431.20,0.12,-0.76
orb_regime_conf_pm25,2026-02-20,ORB,long,25425.00,24688.51,25452.25,25645.93,736.49,44.1,RISK-ON,8,0.75,25425.00,tp1_then_be,0.375,552.37,0.16,-0.76
orb_regime_conf_pm25,2026-02-25,ORB,long,25763.00,25147.81,25833.55,26003.44,615.19,38.8,RISK-ON,7,0.75,25314.25,timeout,0.000,0.00,0.03,-0.80
orb_regime_conf_pm25,2026-02-26,ORB,short,25216.00,25599.51,25134.11,25018.80,383.51,38.8,RISK-ON,7,0.75,25599.51,stop,-0.750,-575.26,0.00,-1.09
orb_regime_conf_pm25,2026-03-03,ORB,short,24501.75,25116.21,24365.31,24173.63,614.46,27.1,RISK-ON,7,0.50,24586.75,timeout,0.000,0.00,0.20,-0.86
